102	982456
101	982392
100	982291
99	982027
98	981777
97	981652
96	981494
95	981173
94	981053
93	980776
92	980687
91	980577
90	980431
89	979675
88	979490
87	978765
86	978554
85	978537
84	978461
83	978037
82	977801
81	977429
80	977277
79	976812
78	976140
77	974776
76	974642
75	973849
74	972857
73	972190
72	971704
71	970691
70	969342
69	968212
68	967776
67	967725
66	967012
65	966703
64	966382
63	965416
62	965347
61	964434
60	964066
59	963730
58	961915
57	961665
56	961379
55	959537
54	959335
53	958953
52	958359
51	957050
50	956688
49	956535
48	956337
47	956048
46	954978
45	954614
44	952508
43	951788
42	951343
41	949643
40	947546
39	947220
38	943953
37	943579
36	942987
35	942403
34	938200
33	937319
32	936279
31	933822
30	933579
29	932003
28	930660
27	930091
26	927287
25	924745
24	922117
23	921267
22	920568
21	919897
20	917712
19	913174
18	912734
17	910979
16	902697
15	898614
14	897275
13	894958
12	888845
11	880594
10	866451
9	862101
8	853717
7	846048
6	841921
5	817927
4	788875
3	765979
2	708888
1	599870
