102	982456
101	982344
100	982218
99	981027
98	980667
97	980560
96	980302
95	980122
94	979795
93	979641
92	979544
91	978216
90	977955
89	977461
88	977349
87	976928
86	976803
85	976630
84	976200
83	975988
82	975518
81	975342
80	974400
79	974302
78	974189
77	973240
76	972844
75	972642
74	972482
73	971357
72	970767
71	970630
70	969769
69	969424
68	968836
67	968235
66	967622
65	966637
64	966624
63	966498
62	965079
61	964076
60	963668
59	963029
58	962665
57	960018
56	959116
55	959076
54	957987
53	957843
52	957685
51	957374
50	956639
49	955457
48	954700
47	953916
46	951343
45	950971
44	950175
43	947832
42	946095
41	945917
40	945486
39	944824
38	944244
37	943058
36	942706
35	942421
34	940334
33	939332
32	937676
31	934823
30	931525
29	930690
28	930078
27	928454
26	927962
25	927649
24	925963
23	920796
22	919665
21	917927
20	916460
19	915103
18	913693
17	911117
16	908745
15	906120
14	900075
13	892262
12	891658
11	881651
10	876402
9	868727
8	857898
7	845152
6	829866
5	822948
4	808471
3	767355
2	718966
1	615400
