102	982456
101	981474
100	981305
99	980738
98	980446
97	979553
96	979388
95	979280
94	977909
93	977637
92	976914
91	976243
90	975745
89	975044
88	975022
87	974617
86	974288
85	974192
84	974028
83	973243
82	973156
81	972973
80	972841
79	971013
78	970045
77	969920
76	969679
75	969294
74	968433
73	967944
72	967837
71	967752
70	966800
69	966709
68	966101
67	965242
66	965062
65	964822
64	964254
63	963679
62	962821
61	962486
60	962328
59	962216
58	961131
57	959274
56	958969
55	956734
54	956555
53	956486
52	956247
51	956099
50	955732
49	955583
48	955318
47	954956
46	954344
45	954010
44	952544
43	952409
42	952206
41	951890
40	951438
39	950704
38	949535
37	948427
36	947490
35	946582
34	946191
33	944491
32	944296
31	942792
30	941439
29	940463
28	938840
27	938080
26	937673
25	936886
24	935442
23	934329
22	932445
21	931346
20	925437
19	923074
18	919456
17	916705
16	912513
15	908771
14	904010
13	897970
12	892510
11	889982
10	883512
9	876588
8	865015
7	863727
6	849307
5	830876
4	808769
3	787629
2	729995
1	568287
