102	982456
101	981266
100	981082
99	981017
98	980957
97	980360
96	980285
95	979997
94	979913
93	979528
92	979387
91	978939
90	978856
89	978602
88	978508
87	977513
86	977341
85	976913
84	976117
83	975865
82	975113
81	974338
80	973513
79	973130
78	972204
77	971973
76	970633
75	970072
74	969659
73	969346
72	969262
71	967840
70	967631
69	967513
68	967002
67	966794
66	966517
65	966084
64	965956
63	965625
62	964979
61	964076
60	963861
59	963733
58	962873
57	962541
56	961821
55	960945
54	960779
53	959847
52	957684
51	957628
50	956539
49	955035
48	954630
47	954123
46	953849
45	953112
44	952672
43	952269
42	951880
41	951349
40	949866
39	949049
38	947660
37	945992
36	945621
35	944082
34	943028
33	942970
32	941935
31	940288
30	939510
29	938646
28	938306
27	937607
26	937169
25	935647
24	932325
23	931016
22	929283
21	928153
20	926873
19	924754
18	923980
17	921342
16	919388
15	916602
14	909083
13	903214
12	898880
11	895889
10	890398
9	884259
8	875632
7	866670
6	844199
5	831070
4	804377
3	775211
2	687553
1	501639
