102	982456
101	981955
100	981844
99	981264
98	980319
97	980237
96	979574
95	979293
94	979081
93	978820
92	977911
91	976974
90	976718
89	976590
88	976538
87	975204
86	975038
85	974947
84	974048
83	973470
82	973067
81	972901
80	972553
79	972439
78	971755
77	970993
76	970890
75	970436
74	970282
73	970073
72	969946
71	969683
70	969357
69	968837
68	968643
67	968080
66	967205
65	966995
64	966858
63	965981
62	965203
61	964828
60	964666
59	963641
58	963122
57	962840
56	962448
55	961192
54	960602
53	959632
52	958872
51	957207
50	957027
49	955584
48	954167
47	953826
46	952423
45	952267
44	952215
43	952008
42	950203
41	949879
40	949119
39	948758
38	948626
37	943211
36	941581
35	940035
34	939609
33	938274
32	936487
31	935156
30	933445
29	932664
28	931011
27	928211
26	923352
25	922647
24	920746
23	918290
22	917661
21	915017
20	913718
19	909598
18	908558
17	904992
16	898323
15	892929
14	891840
13	886665
12	883671
11	881478
10	879526
9	868095
8	852285
7	849124
6	840228
5	822760
4	792091
3	765801
2	700327
1	583135
