102	982456
101	982301
100	981019
99	980084
98	979788
97	979669
96	978948
95	978847
94	977471
93	977350
92	977284
91	977069
90	976982
89	976821
88	976108
87	976007
86	975440
85	975312
84	975164
83	974718
82	973849
81	973668
80	972390
79	971506
78	970632
77	970492
76	970244
75	970105
74	969402
73	968426
72	965625
71	965500
70	965389
69	964900
68	964749
67	963715
66	962833
65	962341
64	961849
63	961688
62	960905
61	958517
60	958305
59	958270
58	957899
57	956849
56	956687
55	954379
54	952009
53	950658
52	949954
51	949799
50	949480
49	948960
48	948876
47	948014
46	947802
45	946882
44	946419
43	945618
42	945186
41	944932
40	944194
39	942852
38	942641
37	942274
36	940676
35	940453
34	938774
33	938175
32	936249
31	935819
30	933433
29	932390
28	931667
27	929144
26	928974
25	927263
24	924589
23	920347
22	916958
21	916379
20	914307
19	908980
18	907649
17	904686
16	903640
15	898756
14	894702
13	893424
12	885800
11	878681
10	869452
9	863097
8	855142
7	846944
6	834909
5	794579
4	786303
3	754252
2	707294
1	585212
