102	982456
101	981891
100	981766
99	981706
98	981325
97	980526
96	980266
95	979342
94	979138
93	978841
92	978785
91	978476
90	978348
89	978308
88	977389
87	977223
86	976471
85	975978
84	975851
83	975682
82	975439
81	974911
80	974605
79	974487
78	973760
77	973560
76	973325
75	973207
74	973034
73	972082
72	970713
71	969943
70	969925
69	969642
68	968774
67	966928
66	966492
65	966252
64	965474
63	965170
62	965073
61	963595
60	963452
59	963260
58	962505
57	962153
56	961927
55	961133
54	959410
53	959152
52	958816
51	957807
50	956436
49	955636
48	954720
47	953826
46	952818
45	952570
44	950430
43	950083
42	949674
41	948031
40	945870
39	945536
38	945067
37	940972
36	940686
35	938191
34	936517
33	934231
32	932210
31	931567
30	931363
29	931060
28	929202
27	927006
26	925113
25	924329
24	924106
23	921388
22	919148
21	915421
20	913113
19	909561
18	905506
17	903894
16	900303
15	899572
14	897926
13	893586
12	891297
11	888457
10	885925
9	878753
8	870568
7	860753
6	842408
5	823981
4	804541
3	775183
2	682004
1	517611
