102	982456
101	982138
100	981934
99	981882
98	981773
97	981647
96	981354
95	980507
94	980276
93	980165
92	979438
91	978703
90	978468
89	978321
88	978152
87	978083
86	978050
85	977113
84	976957
83	976541
82	976287
81	975821
80	975305
79	974737
78	974589
77	974292
76	974065
75	973960
74	973942
73	973457
72	973381
71	972989
70	972040
69	970570
68	970467
67	970252
66	968885
65	968017
64	967074
63	966097
62	965698
61	964028
60	963700
59	963381
58	963064
57	962768
56	961571
55	961387
54	961229
53	961071
52	960185
51	960050
50	959149
49	957396
48	956951
47	955742
46	955013
45	954781
44	954338
43	953947
42	953297
41	952050
40	950376
39	949954
38	948025
37	947558
36	947257
35	946743
34	945052
33	944120
32	943855
31	942479
30	940262
29	937969
28	936977
27	932994
26	932504
25	931256
24	928388
23	926366
22	925572
21	922945
20	919328
19	918174
18	916553
17	912492
16	905166
15	904597
14	898143
13	896467
12	893725
11	891127
10	888796
9	880959
8	872736
7	863703
6	850803
5	834810
4	813934
3	765616
2	684625
1	555169
