102	982456
101	982341
100	982245
99	981864
98	981779
97	981321
96	980906
95	980673
94	980517
93	980306
92	980136
91	980040
90	979834
89	979758
88	979119
87	978934
86	978098
85	977978
84	977740
83	977512
82	976936
81	976070
80	975903
79	974998
78	974831
77	974743
76	974675
75	974547
74	974274
73	973984
72	972364
71	971904
70	971613
69	971298
68	970117
67	969712
66	969432
65	969014
64	968949
63	967688
62	967090
61	966574
60	966382
59	964811
58	962387
57	962203
56	961988
55	961822
54	961672
53	961473
52	960319
51	960179
50	959325
49	959125
48	957940
47	957805
46	956983
45	956728
44	956397
43	955267
42	953841
41	953233
40	952017
39	950720
38	949559
37	948945
36	948507
35	948278
34	947934
33	946708
32	945440
31	943100
30	941381
29	941043
28	940378
27	937318
26	935006
25	932962
24	929212
23	927847
22	924698
21	923752
20	923048
19	921624
18	918211
17	909109
16	904651
15	902461
14	901123
13	893108
12	882808
11	881122
10	878032
9	876319
8	871379
7	861089
6	846457
5	833562
4	795126
3	764079
2	713618
1	604422
