102	292995
101	292628
100	292543
99	292309
98	292247
97	291984
96	291917
95	291732
94	291695
93	291540
92	291245
91	291110
90	290702
89	290509
88	290477
87	290068
86	290011
85	289942
84	289706
83	289650
82	289563
81	289521
80	289401
79	289359
78	289269
77	289172
76	289084
75	289016
74	289002
73	287577
72	287239
71	286946
70	286779
69	286678
68	286368
67	286056
66	285930
65	285897
64	285823
63	285792
62	285765
61	285586
60	285486
59	285395
58	284996
57	284787
56	284730
55	284679
54	284612
53	284009
52	283759
51	283697
50	283329
49	283175
48	283066
47	282958
46	282694
45	282285
44	281858
43	281517
42	281041
41	280965
40	280585
39	280293
38	280188
37	279979
36	279445
35	279270
34	278793
33	278081
32	277791
31	277378
30	276516
29	276421
28	275801
27	275206
26	275112
25	274364
24	272933
23	272548
22	271856
21	271519
20	271377
19	270576
18	269742
17	269376
16	269047
15	268812
14	267710
13	266955
12	266424
11	264856
10	264088
9	262887
8	260507
7	258639
6	255211
5	249697
4	239488
3	229684
2	213808
1	180342
