102	292995
101	292848
100	292700
99	292558
98	292494
97	292219
96	292152
95	291865
94	291645
93	291601
92	291510
91	291483
90	291330
89	291292
88	291264
87	291161
86	290945
85	290921
84	290849
83	290815
82	290766
81	290596
80	290329
79	290310
78	290227
77	290161
76	290120
75	290034
74	289607
73	289584
72	289194
71	289144
70	288969
69	288905
68	288807
67	288331
66	288257
65	287912
64	287707
63	287638
62	287377
61	287011
60	286912
59	286574
58	286079
57	285992
56	285795
55	285715
54	285258
53	285161
52	285066
51	284746
50	284670
49	284558
48	284323
47	284188
46	284143
45	283759
44	283698
43	283595
42	283519
41	283335
40	283271
39	283146
38	282798
37	282272
36	282078
35	281831
34	281461
33	281238
32	280139
31	279629
30	279552
29	278534
28	278151
27	277390
26	276582
25	275737
24	275170
23	275088
22	275003
21	274800
20	272524
19	271109
18	270250
17	269393
16	268515
15	267905
14	265009
13	262931
12	260301
11	259526
10	257035
9	253003
8	252567
7	249463
6	248550
5	241479
4	233677
3	229053
2	215963
1	178722
