102	292995
101	292848
100	292787
99	292723
98	292698
97	292552
96	292278
95	292244
94	291976
93	291954
92	291544
91	291507
90	291407
89	291186
88	291073
87	291043
86	290976
85	290543
84	290476
83	290363
82	290237
81	290002
80	289901
79	289716
78	289700
77	289619
76	289524
75	289497
74	289147
73	288955
72	288882
71	288687
70	288372
69	288312
68	288112
67	288072
66	288024
65	287732
64	287664
63	287612
62	287500
61	287478
60	287396
59	287294
58	287149
57	286784
56	285863
55	285831
54	285211
53	285018
52	284440
51	284084
50	283912
49	283792
48	283733
47	283490
46	283439
45	282878
44	282023
43	281780
42	281502
41	281388
40	281011
39	280851
38	280567
37	280088
36	280037
35	279780
34	279570
33	279006
32	278707
31	278281
30	277708
29	277361
28	277276
27	276776
26	276583
25	276071
24	275359
23	274918
22	274277
21	273943
20	273386
19	272440
18	270586
17	269596
16	267828
15	267059
14	265608
13	263834
12	261998
11	259815
10	256349
9	254540
8	250623
7	248858
6	246531
5	240252
4	239641
3	227495
2	216980
1	177459
