102	424218
101	424162
100	424126
99	423992
98	423452
97	423371
96	423061
95	422915
94	422770
93	422705
92	422601
91	422579
90	422264
89	422148
88	421918
87	421814
86	421457
85	421281
84	421200
83	420766
82	420569
81	420527
80	420492
79	420189
78	420132
77	420017
76	419197
75	419147
74	418919
73	418833
72	418413
71	418408
70	418224
69	418119
68	417779
67	417612
66	417337
65	417182
64	416830
63	416369
62	416118
61	415995
60	415959
59	415725
58	415600
57	415543
56	414989
55	414890
54	414763
53	414714
52	414634
51	414508
50	414395
49	414083
48	413920
47	413455
46	413365
45	413296
44	412897
43	412429
42	411807
41	411725
40	411611
39	411025
38	410804
37	410255
36	409985
35	409431
34	409351
33	408931
32	408262
31	408193
30	407222
29	406915
28	406822
27	406529
26	405561
25	404899
24	404649
23	404445
22	403707
21	402500
20	402327
19	401178
18	400248
17	398869
16	398137
15	396848
14	395845
13	395119
12	392820
11	391776
10	383443
9	377708
8	374690
7	368499
6	363395
5	357025
4	346037
3	331566
2	309510
1	263341
