102	424218
101	423884
100	423738
99	423646
98	423600
97	423333
96	423197
95	423116
94	422475
93	422064
92	421819
91	421704
90	421693
89	421291
88	421080
87	420755
86	420463
85	420265
84	420095
83	420060
82	419974
81	419669
80	419594
79	419441
78	419285
77	418887
76	418827
75	418211
74	417908
73	417837
72	417802
71	417728
70	417603
69	417547
68	417521
67	417496
66	417304
65	417172
64	416820
63	416652
62	416574
61	416561
60	416521
59	416155
58	416058
57	415901
56	415682
55	415607
54	415402
53	415289
52	415093
51	414173
50	414091
49	413763
48	413562
47	412914
46	412378
45	412346
44	412175
43	411739
42	410976
41	410778
40	409439
39	408965
38	408254
37	407958
36	407064
35	406037
34	405724
33	405071
32	403508
31	402315
30	402179
29	401776
28	401521
27	400541
26	400383
25	399927
24	399289
23	398473
22	397121
21	396795
20	395761
19	393262
18	392700
17	392239
16	390662
15	388426
14	388129
13	386062
12	384015
11	377792
10	372793
9	371498
8	369173
7	363373
6	357442
5	354366
4	344805
3	331449
2	311352
1	225674
