102	424218
101	424175
100	424094
99	424052
98	423838
97	423442
96	423323
95	423039
94	422967
93	422827
92	422794
91	422712
90	422590
89	422525
88	422180
87	422075
86	422010
85	421763
84	421578
83	421494
82	421446
81	421031
80	420872
79	420548
78	420477
77	420429
76	420210
75	420071
74	419982
73	419549
72	419437
71	419385
70	419322
69	418865
68	418834
67	418748
66	418332
65	418219
64	417952
63	417824
62	417785
61	417712
60	417429
59	416663
58	416644
57	416174
56	415712
55	415455
54	415319
53	415165
52	415095
51	414945
50	414825
49	414500
48	414363
47	413989
46	413951
45	413750
44	412672
43	412411
42	412327
41	411793
40	411611
39	411029
38	410205
37	409637
36	408601
35	407722
34	407421
33	406036
32	405683
31	404970
30	404929
29	401520
28	400709
27	400192
26	400055
25	399882
24	398416
23	398179
22	397813
21	397319
20	396292
19	394455
18	392632
17	391565
16	389746
15	389047
14	386099
13	382746
12	382147
11	379502
10	376298
9	374760
8	371889
7	371110
6	361039
5	353520
4	337561
3	320745
2	292033
1	234037
