1	267182	237010	257942	259448	263993	253633	240579	255172	244768	235798	265523	226620	220881	248060	244768	259448	261899	245481	250636	229777	229777	261739	264987	251522	224121	261893	248060	261875	261350	239795	225407	234037	213680	258499	257942	245481	262179	261823	226620	250868	255172	258706	254198	225674	253937	263341	248182	248182	265523	263901	241777	258849	231230	213485	256448	257533	229662	253633	254738	230230	236291	219122	229777	262179	255172	255022	228405	250966	242797	226620	229085	250636	229085	258706	260467	213680	253937	263901	250636	239141	213485	218151	261350	234037	261823	237010	224121	244874	263397	241067	228743	230072	264864	244874	246840	265523	264864	230072	240579	226620
2	312849	293027	281508	295941	310890	303985	315019	309996	304210	296263	313733	280697	304142	306978	294489	307503	306669	310459	301583	282932	311728	303174	310885	310608	278704	293240	304413	316348	305995	314359	312349	292033	288425	308003	313001	305363	308839	285635	287543	303246	307558	308278	299109	311352	299852	309510	299514	318884	299634	311385	296341	311179	272738	292043	304944	303762	305753	299699	305808	293357	310525	220797	303571	303995	306035	311693	295686	318808	311854	302288	300178	320605	307734	309455	309679	262657	320493	313027	315008	311443	262947	287944	304892	308097	314499	294677	299222	307947	309049	314872	290887	288206	312071	297531	299365	312374	316286	307767	294467	302833
3	336173	331524	322424	324190	332199	329085	346872	326263	338164	313297	330808	314813	306150	333158	330846	318928	335694	323487	303363	330750	330869	346077	326736	340556	330498	324438	335142	338051	332721	337395	336702	320745	322416	339041	333119	331244	332484	320632	319363	331802	333121	328036	314288	331449	331950	331566	328035	342685	320119	334014	331905	340343	328681	330765	329250	329582	335750	331262	335793	332916	332483	281756	342311	332531	330635	332560	333925	339731	343443	324071	328488	343191	337087	334526	336907	323628	342626	338337	336671	334064	312454	332998	319932	334286	335774	318630	327614	332369	323708	338236	328334	330940	337344	333161	334810	332049	332742	327638	331917	337864
4	347851	344842	340035	344424	345201	343585	356541	346375	351389	332568	346834	342379	331088	346708	348388	344131	349506	341770	334781	343367	335830	357361	344572	354226	333175	335129	347986	339557	348757	348459	339632	337561	345155	351513	348071	345917	346836	338973	340794	350926	347853	341901	335993	344805	344701	346037	347072	358995	335952	347922	356768	352145	346478	344772	344811	344311	342867	343320	347092	345917	350195	330743	354140	358363	354591	345609	347394	345361	353346	344106	343879	356445	348694	351160	347135	342524	357161	352666	350557	345206	341346	348606	323165	348691	349121	339695	341043	346475	325824	352383	348724	342445	348875	349314	353079	358334	345321	330887	347270	350814
5	356757	359294	350191	354796	354195	353833	362142	357840	365205	343199	358378	354016	350560	355800	360657	357209	359368	350628	353046	357016	341121	366893	355917	363030	342918	341894	358107	350192	359045	360103	354428	353520	352339	359690	353425	357278	357060	351438	349377	357563	358369	350557	347161	354366	350955	357025	356900	366898	348819	357473	364137	360115	351725	352084	356326	353842	354988	355919	355495	355424	356756	342270	355201	366116	362068	355957	357007	359936	364376	353744	354305	361044	358111	358427	355605	358986	365574	361584	354695	358557	353946	357250	342893	354998	358331	354253	357634	357659	346892	368251	356141	353694	359214	357089	360857	366224	347941	343967	357090	365896
6	362473	365979	356660	361617	363380	361115	369948	365156	365681	349266	368340	360830	354599	362416	373926	365704	365209	357222	357368	364355	354504	374431	366597	372729	357378	353414	364467	359765	367952	364271	363890	361039	367853	367161	359846	364803	358058	359059	351388	363174	360063	358609	348687	357442	352132	363395	365087	375676	361177	366720	366437	367459	360614	364288	362206	360545	362639	362644	363011	367005	362216	356805	359228	371193	365277	364385	364605	367203	369761	361145	367082	365065	367088	362350	360040	365075	373121	365849	360236	365614	361299	358818	352448	364299	367127	365128	364160	365248	354406	369293	364664	358085	366432	362056	367408	372086	360718	353469	365067	372697
7	366872	372340	365930	367689	369835	370107	374893	371981	372679	355755	370892	370912	362246	368558	376976	370109	372320	365015	363883	373570	361858	376901	374045	377168	365760	364985	372183	366834	372664	365909	370011	371110	371671	369847	367927	368676	364524	363866	356957	373415	372856	361645	358973	363373	359368	368499	367478	379966	365485	368184	367274	372950	361127	370405	366672	361037	369868	370588	368820	371248	369682	360641	365650	376388	365977	371563	370749	375807	372067	371177	371543	369752	373024	370071	366133	371695	375409	369844	368116	369705	362108	367924	361049	368989	371097	367361	372449	370774	369060	372162	369372	363983	373873	370287	374967	375492	363511	366454	369088	379540
8	369607	375428	376439	368573	375285	373888	379857	375729	378424	356493	374037	375716	368261	373365	380890	373945	374647	369324	364383	378607	367382	378727	378069	381020	372419	372235	376647	371243	376822	372938	375971	371889	376284	375012	377905	369997	370423	373665	362658	377978	375260	370408	363304	369173	364774	374690	373011	383670	371305	369936	372031	376564	366424	376683	369420	372060	370740	374511	371553	375903	374084	367162	370226	379532	373730	375105	373389	381587	378025	373823	373717	375018	375159	372993	370645	376571	379566	372597	373252	372489	367955	373290	373061	374494	373901	374634	374578	376709	373415	376429	373303	369424	378061	373233	380252	379101	370286	371436	371984	381634
9	375384	378938	379075	370770	378619	378827	383157	378426	382044	362291	376966	378558	370763	378999	383358	374799	377059	371522	371093	381471	371039	379502	379943	383389	376999	374447	381204	375848	378674	374613	380558	374760	379339	379322	381310	376365	377453	374797	375429	380843	378911	379020	370515	371498	372187	377708	377992	386676	376360	376365	372893	380008	369047	380752	370572	376595	374917	379349	377616	379280	375649	369948	372679	380375	379544	378845	376043	383262	379216	374175	378357	377082	379665	375874	372779	377244	384060	376814	374925	376227	368428	373907	375234	376586	375416	375324	378206	380145	377863	379803	375343	371506	378469	378735	382627	381430	371635	377721	373909	383471
10	379070	380284	380061	374468	379252	379967	385832	382417	384412	375328	378038	381401	375246	381635	384374	375911	387006	375152	375035	382229	372578	383812	380426	383930	382607	379252	385245	378345	380680	378696	382458	376298	382401	379997	384798	380339	381169	378495	377870	383959	380269	381097	374456	372793	379979	383443	379411	388315	379959	380550	380308	381195	378905	383888	375385	381501	376875	381279	380739	382995	378546	377437	377654	383922	383186	382081	380499	386570	383141	375239	383039	378990	381579	380262	376596	378785	385412	379810	378436	381568	371656	374567	376018	381280	377456	378571	380272	383071	382606	382477	376518	372420	383248	382562	385824	384429	376159	379738	378378	385036
