102	265243
101	265231
100	265207
99	265143
98	265074
97	265020
96	264949
95	264929
94	264894
93	264864
92	264808
91	264772
90	264757
89	264691
88	264687
87	264576
86	264318
85	264294
84	264131
83	263960
82	263914
81	263873
80	263871
79	263825
78	263450
77	263216
76	263118
75	262978
74	262891
73	262785
72	262670
71	262637
70	262446
69	262411
68	262280
67	262226
66	261903
65	261459
64	261300
63	261218
62	260956
61	260719
60	260490
59	260372
58	260296
57	260028
56	259965
55	259714
54	259548
53	259369
52	259255
51	259001
50	258659
49	258627
48	258209
47	257618
46	257456
45	257339
44	257230
43	256823
42	256575
41	256488
40	256440
39	255957
38	255850
37	255746
36	255615
35	255547
34	255463
33	255308
32	255134
31	254411
30	253954
29	253527
28	252902
27	252442
26	252083
25	251305
24	250363
23	249259
22	249062
21	247403
20	247150
19	246700
18	245928
17	244715
16	244493
15	242783
14	240932
13	239805
12	238927
11	238276
10	236109
9	235874
8	235287
7	233490
6	230722
5	225767
4	219979
3	210160
2	191063
1	138173
